,loss,accuracy,val_loss,val_accuracy,epoch
0,0.7765246033668518,0.5274999737739563,0.6912382245063782,0.7599999904632568,0
1,0.6459805965423584,0.637499988079071,0.6905164122581482,0.8199999928474426,1
2,0.5877059102058411,0.675000011920929,0.6900120377540588,0.8500000238418579,2
3,0.5486319065093994,0.7325000166893005,0.6896100044250488,0.8100000023841858,3
4,0.4775400459766388,0.7774999737739563,0.6892459392547607,0.8399999737739563,4
5,0.43854400515556335,0.8050000071525574,0.6888554096221924,0.8399999737739563,5
6,0.4057919979095459,0.8075000047683716,0.6884719133377075,0.8399999737739563,6
7,0.44985705614089966,0.7825000286102295,0.6881182789802551,0.8500000238418579,7
8,0.35255345702171326,0.8399999737739563,0.6878356337547302,0.8299999833106995,8
9,0.3706941604614258,0.8450000286102295,0.6875965595245361,0.8399999737739563,9
10,0.3736519515514374,0.8274999856948853,0.6873759627342224,0.8399999737739563,10
11,0.34450384974479675,0.8475000262260437,0.6871684193611145,0.8399999737739563,11
12,0.3417590260505676,0.8374999761581421,0.6869470477104187,0.8399999737739563,12
13,0.3139737844467163,0.875,0.6867183446884155,0.8299999833106995,13
14,0.32725998759269714,0.8650000095367432,0.686462938785553,0.8299999833106995,14
15,0.31477171182632446,0.8700000047683716,0.6862006187438965,0.8299999833106995,15
16,0.3001983165740967,0.887499988079071,0.6859343647956848,0.8299999833106995,16
17,0.2955135405063629,0.8949999809265137,0.6856805682182312,0.8299999833106995,17
18,0.280617356300354,0.8774999976158142,0.6854184865951538,0.8299999833106995,18
19,0.27402302622795105,0.8899999856948853,0.685146152973175,0.8100000023841858,19
20,0.2633003294467926,0.9049999713897705,0.6848604679107666,0.8100000023841858,20
21,0.25608378648757935,0.9300000071525574,0.6845661401748657,0.8100000023841858,21
22,0.2508309781551361,0.9100000262260437,0.6842710971832275,0.8100000023841858,22
23,0.23603112995624542,0.9200000166893005,0.6839784979820251,0.8100000023841858,23
24,0.24248851835727692,0.9275000095367432,0.6836884021759033,0.8100000023841858,24
25,0.23590058088302612,0.925000011920929,0.6833973526954651,0.8100000023841858,25
26,0.23280401527881622,0.9049999713897705,0.6831051111221313,0.8100000023841858,26
27,0.2305641621351242,0.9125000238418579,0.6828197240829468,0.8100000023841858,27
28,0.22549289464950562,0.9024999737739563,0.6825443506240845,0.8100000023841858,28
29,0.2260030210018158,0.9024999737739563,0.6822706460952759,0.8100000023841858,29
30,0.21455320715904236,0.9200000166893005,0.681999146938324,0.8100000023841858,30
31,0.19582723081111908,0.9424999952316284,0.6817318201065063,0.8100000023841858,31
32,0.21258361637592316,0.9150000214576721,0.6814660429954529,0.8100000023841858,32
33,0.22184079885482788,0.9200000166893005,0.6811965107917786,0.8100000023841858,33
34,0.20008255541324615,0.9275000095367432,0.6809284687042236,0.8100000023841858,34
