,loss,accuracy,val_loss,val_accuracy,epoch
0,0.8527094125747681,0.4724999964237213,0.6916568279266357,0.7799999713897705,0
1,0.6429060101509094,0.6537500023841858,0.6906048655509949,0.8399999737739563,1
2,0.5466001629829407,0.7412499785423279,0.6892826557159424,0.8550000190734863,2
3,0.4477398693561554,0.8037499785423279,0.6878464221954346,0.8600000143051147,3
4,0.3853866457939148,0.8512499928474426,0.6863718628883362,0.8600000143051147,4
5,0.3677024841308594,0.8550000190734863,0.6849297881126404,0.8600000143051147,5
6,0.34039726853370667,0.8637499809265137,0.683503270149231,0.8650000095367432,6
7,0.3305089473724365,0.8637499809265137,0.6820812821388245,0.875,7
8,0.30454763770103455,0.875,0.6806795597076416,0.8700000047683716,8
9,0.2924984097480774,0.8849999904632568,0.6792575716972351,0.8700000047683716,9
10,0.27050504088401794,0.8899999856948853,0.6777863502502441,0.8700000047683716,10
11,0.2574566602706909,0.9150000214576721,0.6763028502464294,0.8700000047683716,11
12,0.2578793466091156,0.9049999713897705,0.6747937202453613,0.8650000095367432,12
13,0.24232298135757446,0.9075000286102295,0.6732739210128784,0.8650000095367432,13
14,0.2304716557264328,0.9237499833106995,0.6717383861541748,0.8600000143051147,14
15,0.229741632938385,0.918749988079071,0.6702131032943726,0.8650000095367432,15
16,0.21452613174915314,0.9287499785423279,0.6686910390853882,0.8650000095367432,16
17,0.19916824996471405,0.9399999976158142,0.6671425104141235,0.8650000095367432,17
18,0.20059052109718323,0.9449999928474426,0.6655512452125549,0.8650000095367432,18
19,0.20580101013183594,0.9337499737739563,0.663970410823822,0.8650000095367432,19
20,0.18692071735858917,0.9375,0.6622913479804993,0.8650000095367432,20
21,0.19279438257217407,0.9387500286102295,0.6605929732322693,0.8650000095367432,21
22,0.18102149665355682,0.9449999928474426,0.6589237451553345,0.8650000095367432,22
23,0.17921817302703857,0.9437500238418579,0.6572258472442627,0.8650000095367432,23
24,0.1913990080356598,0.9362499713897705,0.6555528044700623,0.8650000095367432,24
25,0.16740556061267853,0.9424999952316284,0.6538418531417847,0.8650000095367432,25
26,0.1600409746170044,0.9537500143051147,0.6520451307296753,0.8600000143051147,26
27,0.1679133176803589,0.9449999928474426,0.6502726078033447,0.8600000143051147,27
28,0.16027913987636566,0.949999988079071,0.6484601497650146,0.8600000143051147,28
29,0.16050949692726135,0.9474999904632568,0.6466607451438904,0.8550000190734863,29
30,0.15906019508838654,0.9437500238418579,0.6448572278022766,0.8500000238418579,30
31,0.1521110087633133,0.9462500214576721,0.6430584192276001,0.8500000238418579,31
32,0.15417301654815674,0.9537500143051147,0.6412598490715027,0.8500000238418579,32
33,0.14730601012706757,0.9524999856948853,0.6394489407539368,0.8500000238418579,33
34,0.14343413710594177,0.9549999833106995,0.637682318687439,0.8500000238418579,34
