,ML_method,Training_set,N_Retrains,Queries_to_Oracle,F1,Normal_traffic_label_err_rate_FPR,Botnet_label_err_rate_FNR,Number_of_Samples_trained,Precision,Recall,Training_Time,Testing_Time,Tuning_Time,Number_of_Clusters,Cluster Noises,Prob_1s,init_train_sample_sz,init_batch_sz
0,AL_RF_US,train_1,1,0,0.9015117289313641,1.0,1.0,500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
1,AL_RF_US,train_1,2,452,0.9015117289313641,0.05143853530950304,0.06852248394004279,3500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
2,AL_RF_US,train_1,3,865,0.9015117289313641,0.06233988044406491,0.05932203389830504,6500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
3,AL_RF_US,train_1,4,1277,0.9015117289313641,0.05414551607445006,0.061166429587482196,9500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
4,AL_RF_US,train_1,5,1670,0.9015117289313641,0.06361323155216281,0.06862745098039214,12500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
5,AL_RF_US,train_1,6,2101,0.9015117289313641,0.052980132450331174,0.06539309331373988,15500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
6,AL_RF_US,train_1,7,2523,0.9015117289313641,0.05701754385964908,0.05771905424200274,18500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
7,AL_RF_US,train_1,8,2948,0.9015117289313641,0.06763698630136983,0.07107320540156359,21500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
8,AL_RF_US,train_1,9,3373,0.9015117289313641,0.052631578947368474,0.067090395480226,24500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
9,AL_RF_US,train_1,10,3795,0.9015117289313641,0.07237936772046594,0.06540697674418605,27500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
10,AL_RF_US,train_1,11,4204,0.9015117289313641,0.052631578947368474,0.0705307262569832,30500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
11,AL_RF_US,train_1,12,4636,0.9015117289313641,0.05714285714285716,0.055152394775036306,33500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
12,AL_RF_US,train_1,13,5052,0.9015117289313641,0.06824146981627299,0.06384455239417075,36500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
13,AL_RF_US,train_1,14,5466,0.9015117289313641,0.06271186440677967,0.060455192034139404,39500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
14,AL_RF_US,train_1,15,5882,0.9015117289313641,0.05501330967169471,0.07206588881262865,42500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
15,AL_RF_US,train_1,16,6317,0.9015117289313641,0.06769494430162815,0.06723891273247495,45500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
16,AL_RF_US,train_1,17,6730,0.9015117289313641,0.04584040747028861,0.06742370475514547,48500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
17,AL_RF_US,train_1,18,7133,0.9015117289313641,0.05587044534412955,0.06314243759177685,51500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
18,AL_RF_US,train_1,19,7580,0.9015117289313641,0.054099746407438754,0.05693430656934306,54500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
19,AL_RF_US,train_1,20,7972,0.9015117289313641,0.044141252006420495,0.06461086637298086,57500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
20,AL_RF_US,train_1,21,8394,0.9015117289313641,0.06068376068376069,0.061079545454545414,60500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
21,AL_RF_US,train_1,22,8834,0.9015117289313641,0.06814159292035393,0.06503496503496509,63500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
22,AL_RF_US,train_1,23,9238,0.9015117289313641,0.06451612903225812,0.07137707281903394,66500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
23,AL_RF_US,train_1,24,9638,0.9015117289313641,0.05685618729096986,0.06908831908831914,69500.0,0.9131904108142359,0.8901279895686786,0.5128273963928223,0.36818981170654297,20.97169828414917,0,0,0.0,0,500
