,loss,accuracy,val_loss,val_accuracy,epoch
0,0.8036210536956787,0.59375,0.691754162311554,0.7250000238418579,0
1,0.6238088011741638,0.7350000143051147,0.6912586092948914,0.8299999833106995,1
2,0.5301075577735901,0.7475000023841858,0.6902550458908081,0.8199999928474426,2
3,0.4615267515182495,0.7862499952316284,0.6890513896942139,0.8199999928474426,3
4,0.4360572397708893,0.7912499904632568,0.6878887414932251,0.8349999785423279,4
5,0.39474090933799744,0.8187500238418579,0.6868193745613098,0.8450000286102295,5
6,0.3719223141670227,0.8274999856948853,0.6857463121414185,0.8500000238418579,6
7,0.3429795801639557,0.8512499928474426,0.6847378015518188,0.8500000238418579,7
8,0.3075113892555237,0.8700000047683716,0.6838007569313049,0.8550000190734863,8
9,0.3186424672603607,0.8687499761581421,0.682942271232605,0.8550000190734863,9
10,0.30688413977622986,0.8824999928474426,0.6821712255477905,0.8500000238418579,10
11,0.2883587181568146,0.8799999952316284,0.6813744306564331,0.8600000143051147,11
12,0.26525992155075073,0.9024999737739563,0.6805768013000488,0.8550000190734863,12
13,0.27438363432884216,0.8974999785423279,0.6797173023223877,0.8500000238418579,13
14,0.25742799043655396,0.8962500095367432,0.6788393259048462,0.8500000238418579,14
15,0.2595507800579071,0.9049999713897705,0.6779385209083557,0.8500000238418579,15
16,0.25499504804611206,0.9137499928474426,0.677060067653656,0.8450000286102295,16
17,0.24138328433036804,0.9137499928474426,0.6761996746063232,0.8299999833106995,17
18,0.23960891366004944,0.9137499928474426,0.6753538250923157,0.8299999833106995,18
19,0.23174811899662018,0.9200000166893005,0.6745131611824036,0.8299999833106995,19
20,0.2244623750448227,0.9312499761581421,0.6736990213394165,0.8299999833106995,20
21,0.22635887563228607,0.9325000047683716,0.672854483127594,0.8299999833106995,21
22,0.2219942808151245,0.9350000023841858,0.6719915866851807,0.8299999833106995,22
23,0.21249710023403168,0.925000011920929,0.6711227297782898,0.8299999833106995,23
24,0.20192307233810425,0.9387500286102295,0.6702344417572021,0.824999988079071,24
25,0.20302967727184296,0.9337499737739563,0.6693624258041382,0.824999988079071,25
26,0.19061069190502167,0.9437500238418579,0.668499231338501,0.824999988079071,26
27,0.19803769886493683,0.9449999928474426,0.6676377058029175,0.824999988079071,27
28,0.20163507759571075,0.9412500262260437,0.6667068004608154,0.824999988079071,28
29,0.1892547607421875,0.9325000047683716,0.6657301187515259,0.824999988079071,29
30,0.19170892238616943,0.9449999928474426,0.6648098230361938,0.824999988079071,30
31,0.18043100833892822,0.9449999928474426,0.6638804078102112,0.824999988079071,31
32,0.1840256303548813,0.9399999976158142,0.6629230976104736,0.8199999928474426,32
33,0.17680466175079346,0.9487500190734863,0.6619468927383423,0.8149999976158142,33
34,0.18677888810634613,0.9487500190734863,0.6609588861465454,0.8100000023841858,34
